     seq      time                                  scheduled_show                                        show                                                                           episode                                          artist                                                                                                                                                        track
168  168   5:51 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       Mura Masa                                                                                                                                               Shuf (Adore U)
169  169   5:55 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                  umru & Warpstr                                                                                                                                               Matter of Time
170  170   5:58 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       The Hellp                                                                                                                                                        Stunn
171  171   6:02 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                      Black Ends                                                                                                                                                         Bent
172  172   6:06 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                       THUS LOVE                                                                                                                                              House On A Hill
173  173   6:06 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                      Fake Fruit                                                                                                                                                  Más O Menos
174  174   6:11 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                           Adore                                                                                                                                                    Supermum!
175  175   6:15 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                        Vundabar                                                                                                                                                I Got Cracked
176  176   6:19 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                      Gut Health                                                                                                                                                     Stiletto
177  177   6:19 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                           Poise                                                                                                                                                     Delusion
178  178   6:29 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                              Man/Woman/Chainsaw                                                                                                                                                     The Boss
179  179   6:31 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                              Celebrity Sighting                                                                                                                                                    Hourglass
180  180   6:34 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                        It Thing                                                                                                                                                  Persian Rug
181  181   6:36 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                           Beeef                                                                                                                                             Narragansett Bay
182  182   6:40 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                      Lady Pills                                                                                                                                                   Didn't You
183  183   6:43 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                           UV-TV                                                                                                                                        The Optimistic Wrench
184  184   6:47 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                       The Serfs                                                                                                                                                        Regen
185  185   6:47 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                                       Gamma Ray                                                                                                                                                  Struck Down
186  186   6:55 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #154                               Iguana Death Cult                                                                                                                                                   Tiny Tears
187  187   7:00 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                   RAT FEVER                                                                              #154                                  Fuzz Lightyear                                                                                                                                                      My Body
188  188   7:03 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                      DJ Mike F.                                                                                                                                       Intro bust/talkover #1
189  189   7:04 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                         Seaweed                                                                                                                                                  Antilyrical
190  190   7:06 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                   Virvon Varvon                                                                                                                                                  Corner Seat
191  191   7:09 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                         Embrace                                                                                                                                                     Building
192  192   7:11 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                         Sapling                                                                                                                                          A Fox Upon The Tomb
193  193   7:14 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                         Pays P.                                                                                                                                                 Vassili Voir
194  194   7:14 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                      DJ Mike F.                                                                                                                                                  talkover #2
195  195   7:21 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                     The Big Bay                                                                                                                                        Before The Rain Comes
196  196   7:26 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                    Wet The Rope                                                                                                                                          Alarms Are Obsolete
197  197   7:30 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                   Catching Hell                                                                                                                                                Twilight Mind
198  198   7:34 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                      Julie Ruin                                                                                                                                                   Oh Come On
199  199   7:36 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                         Kommune                                                                                                                                                    Immigrato
200  200   7:39 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                      DJ Mike F.                                                                                                                                                  talkover #3
201  201   7:41 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                    Erik Nervous                                                                                                                                                  Comfortable
202  202   7:44 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                    World Heroes                                                                                                                                                 Presque Isle
203  203   7:47 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                       Porcelain                                                                                                                                                   Frozen Sea
204  204   7:51 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                          Taqbir                                                                                                                                                Al-Zuki Akbar
205  205   7:52 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                  Victory At Sea                                                                                                                                                    Old Plans
206  206   7:59 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                     Golden City                                                                                                                                                Cars In Space
207  207   7:59 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                  worbler-autodj                                                                                                                              autodj » cmd » encoder-shutdown
208  208   7:59 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                         grahams                                                                                                                                      Show will begin shortly
209  209   7:59 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                 Rosiere Moseley                                                                                                                                              programme theme
210  210   7:59 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #16                                     Tenacious D                                                                                                                                        They Fucked Our Asses
211  211   8:06 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                             !!!                                                                                                                               There's No Fucking Rules, Dude
212  212   8:13 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                        Dub Trio                                                                                                                                          Fuck What You Heard
213  213   8:14 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                   Wesley Willis                                                                                                                                    Fuck With Me And Find Out
214  214   8:14 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                        Cocksure                                                                                                                              TKO Mindfuck (feat. Richard 23)
215  215   8:14 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                          Sparks                                                                                                                                Please Don't Fuck Up My World
216  216   8:32 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                           Swans                                                                                                                              You Fucking People Make Me Sick
217  217   8:32 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                   Dead Kennedys                                                                                                                                          Nazi Punks Fuck Off
218  218   8:40 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                   Faith No More                                                                                                                                                 Motherfucker
219  219   8:44 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                          N.W.A.                                                                                                                                              Fuck tha Police
220  220   8:44 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                       John Zorn                                                                                                                                               Fuck the Facts
221  221   8:51 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                            Beck                                                                                                                               Today Has Been a Fucked up Day
222  222   8:52 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                    Beastie Boys                                                                                                                                                 Hey Fuck You
223  223   8:55 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                       PJ Harvey                                                                                                                                                Who the Fuck?
224  224   8:55 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                    Bad Religion                                                                                                                               Fuck Armaggedon...This Is Hell
225  225   8:59 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                            Rory                                                                                                                                                   Radio Drop
226  226   9:00 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                         The Bug                                                                                                                               Fuck You (feat. Warrior Queen)
227  227   9:03 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                   Faith No More                                                                                                                                          I Wanna Fuck Myself
228  228   9:07 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                          Hogpig                                                                                                                                           Fuck You Mike Love
229  229   9:10 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                         Melvins                                                                                                                                                I Fuck Around
230  230   9:11 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                     Lewis Black                                                                                                                                            Who's Fucking Who
231  231   9:18 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                    Consolidated                                                                                                     I Reckon You Should Shut the Fuck Up and Play Some Music
232  232   9:19 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                         Earfist                                                                                                                                                Fucking Angry
233  233   9:24 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                 Nine Inch Nails                                                                                                                        Fist Fuck (Remixed By J.G. Thirlwell)
234  234   9:31 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                              Atari Teenage Riot                                                                                                                                                     Fuck All
235  235   9:35 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                             CSS                                                                                                                                              Fuck Everything
236  236   9:37 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                         Mclusky                                                                                                                                               Fuck This Band
237  237   9:41 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                     Death Grips                                                                                                                                                    Fuck That
238  238   9:43 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                         Pigface                                                                                                                                                   Fuck It Up
239  239   9:47 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                              Jay and Silent Bob                                                                                                                                                    Fuck Song
240  240   9:48 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                       DJ Rashad                                                                                                                                          I Don't Give A Fuck
241  241   9:51 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                         Peaches                                                                                                                                           Fuck the Pain Away
242  242   9:51 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                      Lily Allen                                                                                                                                                     Fuck You
243  243   9:59 PM  COMPLETELY NORMAL RADIO PROGRAMME with grahams  GRAHAMS' COMPLETELY NORMAL RADIO PROGRAMME                                                                           unknown                                     HParty 2011                                                                                                                           BOOONUUUSSSS TRAAAACCCCKKKK (live)
244  244  10:01 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                    Team America                                                                                                                            America, Fuck Yeah (Bummer Remix)
245  245  10:01 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                  worbler-autodj                                                                                                                               autodj » cmd » encoder-startup
246  246  10:03 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                      Leyla Blue                                                                                                                                                Fuck Yourself
247  247  10:06 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                          Fencer                                                                                                                                                     All I Do
248  248  10:09 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                      Jack White                                                                                                                                               Bless Yourself
249  249  10:12 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                  Love & Rockets                                                                                                                                            Ball Of Confusion
250  250  10:17 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                        The Cure                                                                                                                                                      Endsong
251  251  10:17 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                        The Cure                                                                                                                               A Fragile Thing (live on BBC2)
252  252  10:32 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                   Matthew Sweet                                                                                                                                                   Girlfriend
253  253  10:35 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                   Lenny Kravitz                                                                                                                                                     Fly Away
254  254  10:40 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                        Fishbone                                                                                                                                                   Racist POS
255  255  10:42 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                            They Might Be Giants                                                                                                                                           Your Racist Friend
256  256  10:45 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                        Some Guy                                                                                                                                I'm Trans And Coming Out Song
257  257  10:49 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                  THOT Squad ft Stephanie Hunter                                                                                                                                               Hoes Depressed
258  258  10:51 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                    Jungle Pussy                                                                                                                                                  Bling Bling
259  259  10:56 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                The Linda Lindas                                                                                                                                                No Obligation
260  260  11:00 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                         Kid Ink                                                                                                                                           Get You High Today
261  261  11:04 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                         Nirvana                                                                                                                                                    Love Buzz
262  262  11:08 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                        Rage Against The Machine                                                                                                                                            People Of The Sun
263  263  11:12 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                         Ryder B                                                                                                                                   I Wanna Be Your Dog (live)
264  264  11:16 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                            Kiss                                                                                                                                         Black Diamond (live)
265  265  11:16 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                          Metallica ft Lady Gaga                                                                                                                                     Moth To The Flame (live)
266  266  11:16 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119  Antonio Sanchez ft Trent Reznor & Atticus Ross                                                                                                                                  I Think We're Past That Now
267  267  11:40 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                     Trent Reznor & Atticus Ross                                                                                                                                             Compress Regress
268  268  11:45 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                Memphis May Fire                                                                                                                                                    Infection
269  269  11:48 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                   Die Antwoord & Leo Marochioli                                                                                                                                              Fatty Boom Boom
270  270  11:53 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                A Perfect Circle                                                                                                                                                   The Doomed
271  271  11:59 PM                                            None                         AMERICAN DEBAUCHERY                                                                              #119                                   Handsome Furs                                                                                                                                             Passport Kontrol
