     seq      time                                             scheduled_show                 show                   episode                                            artist                                                                     track
199  199   6:30 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                           Re-Flex                                                   The Politics Of Dancing
200  200   6:41 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                 Orchestral Manoeuvres In The Dark                                                                 Enola Gay
201  201   6:44 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                              Devo                                                               Girl U Want
202  202   6:47 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                             Tribe                                                                     Abort
203  203   6:50 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                             Krill                                                                 Squirrels
204  204   6:50 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                            Pixies                                                            Into The White
205  205   7:00 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                          Medicine                                                             Time Baby III
206  206   7:04 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                              Moby                                                           Go (Radio Edit)
207  207   7:04 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                      Midnight Oil                                                            The Dead Heart
208  208   7:04 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                        Black Kids                      I've Underestimated My Charm (Again) (Album Version)
209  209   7:18 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                        Best Coast                                                         When I'm With You
210  210   7:21 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                       Death Grips                                                         I've Seen Footage
211  211   7:25 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                      Killing Joke                                                                  Eighties
212  212   7:28 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                         Metallica                                                       Harvester of Sorrow
213  213   7:28 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                       Bobby Brown                                                            My Prerogative
214  214   7:39 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                       Keith Sweat                                                       I Want Her (7" Mix)
215  215   7:43 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                     Stevie Wonder                                            Uptight (Everything's Alright)
216  216   7:45 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                    Chuck Mangione                                                      Cannonball Run Theme
217  217   7:49 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                              They Might Be Giants                                                   Sleeping In The Flowers
218  218   7:53 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                        Sam & Dave                                                                 Soothe Me
219  219   7:56 PM                                      HÜUKX with Greg Wymer            UNCERTAIN                      #162                                         Freezepop                                                       Less Talk More Rokk
220  220   8:01 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                       #68                                      The Frantics                                                            Just 5 Minutes
221  221   8:02 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                       #68                                        John Prine                                 In Spite of Ourselves (feat. Iris Dement)
222  222   8:02 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                       #68                                       Flatfoot 56                                                              I Believe It
223  223   8:09 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                       #68                                      Billly Bragg                                                I Ain't Got No Home (Live)
224  224   8:13 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                       #68                      Robert Plant & Alison Krauss                                                      Last Kind Word Blues
225  225   8:18 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                                       Todd Snider                                     A Timeless Response to Current Events
226  226   8:22 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                  United Steel Workers of Montreal                                                           Meaner Than You
227  227   8:25 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                                     Gillian Welch                                                         Look At Miss Ohio
228  228   8:29 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                                      Led Zeppelin                                                          Bron-Y-Aur Stomp
229  229   8:34 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                                       Sam Roberts                                                              Brother Down
230  230   8:38 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                                       Rheostatics                                           Legal Age Life at Variety Store
231  231   8:42 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                                                 X                                                Johnny Hit and Run Paulene
232  232   8:45 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY   welcome to the new year                                 Social Distortion                                                          Story of My Life
233  233   8:53 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                    Nouvelle Vague                                                       Dancing With Myself
234  234   8:56 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                       Will Varley                                                 The Man Who Fell to Earth
235  235   9:01 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break  Norma Waterson & Eliza Carthy With The Gift Band                                                           The Galaxy Song
236  236   9:03 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                  The Decemberists                                                            The Wrong Year
237  237   9:07 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                         Jayla Kai                                                   Parking Lot (Rough Mix)
238  238   9:10 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                         The Beths                                                        Future Me Hates Me
239  239   9:14 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                             The New Pornographers                                                     War On the East Coast
240  240   9:18 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                       Frank Black                                                 Space Is Gonna Do Me Good
241  241   9:21 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                             Queen                                                          Somebody to Love
242  242   9:29 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                              Squirrel Nut Zippers                                                                Blue Angel
243  243   9:34 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                              Reverend Horton Heat                                                       Folsom Prison Blues
244  244   9:36 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                         Tom Waits                                                           Gun Street Girl
245  245   9:41 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                    Violent Femmes                                                           Gone Daddy Gone
246  246   9:44 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                           Joel Plaskett Emergency                                                       Make a Little Noise
247  247   9:47 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                          Ladyhawk                                                             Came In Brave
248  248   9:50 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY                talk break                                     The Killigans                                                             Empty Streets
249  249   9:57 PM                        RADIO FREE ENTROPY with Mike Tatroe   RADIO FREE ENTROPY  gOoD nIgHt AnD gOoD lUcK                    Paul Simon and George Harrison                                                        Here Comes the Sun
250  250  10:01 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                      Eddie Vedder                                                         Save It For Later
251  251  10:07 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                       Buffalo Tom                                                                    Helmet
252  252  10:09 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                      Dave Herlihy                                                                       MVP
253  253  10:12 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                        O Positive                                                           Talk About Love
254  254  10:19 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                                 X                                                               Big Black X
255  255  10:23 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                              Blur                                                             Song Hawk 2ah
256  256  10:25 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                         New Order                                                            Age Of Consent
257  257  10:25 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                      Depeche Mode                                                   Never Let Me Down Again
258  258  10:34 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                                U2                                       Two Hearts Beat As One (import mix)
259  259  10:34 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                  Jane's Addiction                                      Mountain Song (live at Pinkpop 6-24)
260  260  10:46 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                        Etta James                                                       I'd Rather Go Blind
261  261  10:49 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                      Janis Joplin                                                          To Love Somebody
262  262  10:49 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                      Harry Styles                                                                      Kiwi
263  263  10:58 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                    Beyond Chaotic                                               You Don't Even Know Kung Fu
264  264  11:01 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                            Fencer                                                                   Junebug
265  265  11:06 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                              2PAC                                                            High Til I Die
266  266  11:10 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                      Donna Summer                                                               I Feel Love
267  267  11:13 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                       Fatboy Slim                                                                Role Model
268  268  11:17 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                       The Beatles                                               I Want You (She's So Heavy)
269  269  11:17 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                The Rolling Stones                                               Stop That (Chainsaw Rocker)
270  270  11:31 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                  The Black Crowes                                                           Rats And Clowns
271  271  11:35 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                   Fatima Mansions                                                     Blues For Ceaucesceau
272  272  11:35 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                         Motorhead                                                        Born To Raise Hell
273  273  11:46 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                        Body Count                                                                 Carnivore
274  274  11:48 PM                                                       None  AMERICAN DEBAUCHERY                      #106                                     Black Sabbath                                             War Pigs (live Paranoid tour)
