     seq      time                                             scheduled_show                                  show                               episode                                          artist                                                                           track
115  115   1:04 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                        The Jesus and Mary Chain                                                                      Tumbledown
116  116   1:08 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                           Belly                                                                   Feed the Tree
117  117   1:12 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                             My Bloody Valentine                                                                    Only Shallow
118  118   1:15 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                       New Order                                                             Everyone Everywhere
119  119   1:19 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                          Mekons                                                                  Wicked Midnite
120  120   1:24 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                      Londonbeat                                                    I've Been Thinking About You
121  121   1:29 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                        The Cure                                                   Hot Hot Hot!!! (Extended Mix)
122  122   1:29 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                     David Bowie                                                                         Fashion
123  123   1:38 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                           Wham!                                                    Everything She Wants (Remix)
124  124   1:38 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                     Billy Ocean                                       Caribbean Queen (No More Love On The Run)
125  125   1:48 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                          Prince                                                                  U Got The Look
126  126   1:52 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                                        Ed Shepp                                                   Ed Shepp Exposes: Hello Kitty
127  127   1:54 PM                                   FROM THE ARCHIVE with TJ                    DUAL CASSETTE DECK                                   #81                               Smashing Pumpkins                                                                          Hummer
128  128   2:01 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                            Switchblade Symphony                                                                  Gutter Glitter
129  129   2:01 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                     David Bowie                                                                 We Are the Dead
130  130   2:01 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                         Bobbing                                                                  Let's Get Evil
131  131   2:13 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                           Yello                                             You Gotta Say Yes To Another Excess
132  132   2:14 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                         Bauhaus                                                          Of Lillies and Remains
133  133   2:17 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                    Led Zeppelin                                                                  In The Evening
134  134   2:17 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                       Siouxsie and the Banshees                                                         The Staircase (Mystery)
135  135   2:27 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                The Flaming Lips                                                             The Spiderbite Song
136  136   2:31 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                         The Orb                                                Perpetual Dawn (Solar Youth Mix)
137  137   2:34 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                    Roots Radics                                                           Your Teeth in My Neck
138  138   2:39 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                           Whale                                                                         Eurodog
139  139   2:42 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                     Louis Tully                                                   Big Client Dance Party Friday
140  140   2:42 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                           Phish                                                                 The Dogs (live)
141  141   2:48 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                            Ghost Funk Orchestra                                                                          Achluo
142  142   2:51 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                  Vince Guaraldi                                                         The Great Pumpkin Waltz
143  143   2:54 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                           Curve                                                                   Black Delilah
144  144   2:58 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                    Machine Girl                                                                           Ghost
145  145   3:01 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                Love and Rockets                                                  Ghosts of the Multiple Feature
146  146   3:06 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                            Ghia                                          What's Your Voodoo? (Dark Spirits Mix)
147  147   3:11 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                            Blur                                                                      Ghost Ship
148  148   3:15 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                  The Charlatans                                                           Occupation H. Monster
149  149   3:20 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                       London Symphony Orchestra                                                          Night on Bald Mountain
150  150   3:23 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                             M83                                                                           Birds
151  151   3:24 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                    Mike Doughty                                                       Casper the Friendly Ghost
152  152   3:24 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                   Fifth Harmony                                                      I'm In Love With a Monster
153  153   3:29 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                            Glüme & Johnny Jewel                                                                 Flicker Flicker
154  154   3:33 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                               Mad Monster Party                                                                    Trailer 1967
155  155   3:34 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                         Justine and The Unclean                                                  Breaking the Devil Out of Hell
156  156   3:38 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                     David Bowie                                               Scary Monsters (And Super Creeps)
157  157   3:43 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                           Brian Eno—David Byrne                                                                   A Secret Life
158  158   3:45 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                  The Budos Band                                                                      Ghost Talk
159  159   3:49 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                    Beastie Boys                                                                    Picture This
160  160   3:51 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                     Ginger Root                                                                      Undertaker
161  161   3:55 PM                       THE GROOVE SCENARIO with Dan Hopkins                   THE GROOVE SCENARIO                                   #31                                        Morphine                                                                       The Night
162  162   4:01 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                       Dj Mike F                                                          Intro bust/talkover #1
163  163   4:02 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                       Samuel SC                                                                        Who Says
164  164   4:05 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                       Fastbacks                                                                    Distant Past
165  165   4:08 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                   Hal Al Shedad                                                                        That One
166  166   4:08 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                           Stuck                                                                    Planet Money
167  167   4:17 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                         Neptune                                                                      Blue Glass
168  168   4:22 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                        Old City                                                                      Wilderness
169  169   4:25 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                      Union Ares                                                                      Hypothesis
170  170   4:29 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                            Oahk                                                                 Nebula Atlantic
171  171   4:33 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                     Poison Ruin                                                                       Attrition
172  172   4:38 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                             Happy Little Clouds                                                                           Lungs
173  173   4:41 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                       Dj Mike F                                                                     talkover #3
174  174   4:43 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                        Neo Boys                                                                 Obscure Emotion
175  175   4:45 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                          Aiholz                                                                       Peligroso
176  176   4:47 PM                  POLICYMAKER RADIO HOUR with Mike Fournier                           POLICYMAKER                                   #15                                       Hellscape                                                                       The Grave
