     seq      time                                             scheduled_show                                  show                   episode                                       artist                                                   track
150  150   5:34 PM                                                    WARBLER  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                             The Distractions                                    Time Goes By So Slow
151  151   5:38 PM                                                    WARBLER  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                Graham Parker                                             Local Girls
152  152   5:41 PM                                                    WARBLER  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                 Led Zeppelin                                                 Friends
153  153   5:44 PM                                                    WARBLER  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                           illuminati hotties                                                Kickflip
154  154   5:48 PM                                                    WARBLER  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                         José Ayerve (Spouse)                          Don't Come Around Here No More
155  155   5:50 PM                                                    WARBLER  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                     Yeasayer                                          I Am Chemistry
156  156   6:00 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                      Celeste                                        This is Who I Am
157  157   6:01 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                  Maggie Rose                                   No One Gets Out Alive
158  158   6:05 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                        Hüukx                                 Personal Faves From '24
159  159   6:10 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                     The Cure                                                   Alone
160  160   6:11 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                      Fred again.. &amp; SOAK                                        just stand there
161  161   6:17 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS               Charli xcx &amp; Billie Eilish                           Guess featuring Billie Eilish
162  162   6:21 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                              Brittany Howard                                         Prove it to You
163  163   6:24 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                      Beyoncé                                          TEXAS HOLD 'EM
164  164   6:27 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                Tommy Richman                                     MILLION DOLLAR BABY
165  165   6:31 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                        Hüukx                                 Personal Faves From '24
166  166   6:33 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                  Norah Jones                                                 Running
167  167   6:37 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                Maggie Rogers                                      In the Living Room
168  168   6:40 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                       Hozier                                               Too Sweet
169  169   6:44 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                 Chappel Roan                                      Red Wine Supernova
170  170   6:49 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                               Kendrick Lamar                                             Not Like Us
171  171   6:52 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                        Hüukx                                 Personal Faves From '24
172  172   6:56 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                        Amyl and The Sniffers                                                 Jerkin'
173  173   7:02 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS         King Gizzard &amp; The Lizard Wizard                                               Le Risque
174  174   7:05 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                          bby                                                   Kinky
175  175   7:08 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                 Frank Turner                               Girl From the Record Shop
176  176   7:10 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                              The Revivalists                                Zombie (Wild Coming Out)
177  177   7:12 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                        Hüukx                                 Personal Faves From '24
178  178   7:17 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                             Childish Gambino                                                Lithonia
179  179   7:20 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                Orla Gartland                                            Little Chaos
180  180   7:23 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                      Ben Lee                                             Heavy Metal
181  181   7:26 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                               Fontaines D.C.                                             Starburster
182  182   7:30 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                  St. Vincent                                        Big Time Nothing
183  183   7:33 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                        Hüukx                                 Personal Faves From '24
184  184   7:36 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                      Orville Peck &amp; Beck                                       Death Valley High
185  185   7:41 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                              The Lemon Twigs                                How Can I Love Her More?
186  186   7:44 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                       Lucius                        Old Tape (feat. ADAM GRANDUCIEL)
187  187   7:46 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS    Nathaniel Rateliff &amp; The Night Sweats                             Call Me (Whatever You Like)
188  188   7:50 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                            Father John Misty                                           She Cleans Up
189  189   7:53 PM                                      HÜUKX with Greg Wymer  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                        Hüukx                                 Personal Faves From '24
190  190   8:01 PM                        RADIO FREE ENTROPY with Mike Tatroe  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                     This Hour Has 22 Minutes                                  Auston Matthews Coffee
191  191   8:02 PM                        RADIO FREE ENTROPY with Mike Tatroe  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                   Amy Millan                                              Skinny Boy
192  192   8:03 PM                        RADIO FREE ENTROPY with Mike Tatroe  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                Jason Collett                                                 Reunion
193  193   8:05 PM                        RADIO FREE ENTROPY with Mike Tatroe  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                  Basia Bulat                                      Snakes and Ladders
194  194   8:09 PM                        RADIO FREE ENTROPY with Mike Tatroe  TWO HOUR MUSIC FUN RADIO FRIEND HOUR              2024 BANGERS                                Cuff The Duke                                                  Claire
195  195   8:16 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                          Broken Social Scene                   Anthems For A Seventeen-Year-Old Girl
196  196   8:17 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                          Great Lake Swimmers                                     See You On The Moon
197  197   8:22 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                             Barenaked Ladies                                            Brian Wilson
198  198   8:26 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                             Hawksley Workman                                      The City Is A Drag
199  199   8:31 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                                    Holy Fuck                                            Lovely Allen
200  200   8:35 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                           The Hidden Cameras                                   Music Is My Boyfriend
201  201   8:39 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                             Imaginary Cities                                         Fall of Romance
202  202   8:43 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY       wElCoMe To ThE sHoW                   You Say Party! We Say Die!                   What's The Hold-Up? Where's The Fire?
203  203   8:48 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                             The Burning Hell                                               Grown-Ups
204  204   8:49 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                   Classified                    One Track Mind (feat. Joel Plaskett)
205  205   8:54 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                      Buck 65                                        Wicked and Weird
206  206   8:58 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                        Stars                                          Ageless Beauty
207  207   9:01 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                       Metric                                         Gold Guns Girls
208  208   9:05 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                      Alvvays                                          Plimsoll Punks
209  209   9:09 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                          Gob                                               Oh! Ellin
210  210   9:13 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                     Malajube                                              La Valérie
211  211   9:22 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                              Hanson Brothers                                   The Last Canadian Boy
212  212   9:27 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                           The Tragically Hip                                      Ahead By A Century
213  213   9:30 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                    Matt Mays            When The Angels Make Contact (feat. Buck 65)
214  214   9:34 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                    July Talk                                                    Laid
215  215   9:38 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                        The Tom Fun Orchestra                                    Throw Me to the Rats
216  216   9:40 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                    Fucked Up                                          The Other Shoe
217  217   9:45 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY                talk break                                 Magneta Lane                                         Queen of Hearts
218  218   9:54 PM                        RADIO FREE ENTROPY with Mike Tatroe                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                               The Stanfields                            Good Night, So Long, Goodbye
219  219  10:04 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                              The Resolutions                                  A Whole Nother Year Of
220  220  10:06 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                       Fencer                                         Show &amp; Tell
221  221  10:08 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                           U2                                 Trip Through Your Wires
222  222  10:15 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                    Baby Said                                                 Hate Me
223  223  10:16 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                      Garbage                              The Men Who Rule The World
224  224  10:18 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                        Yello                                         Tied Up In Gear
225  225  10:25 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                     The Cure                                                End Song
226  226  10:40 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                    Bob Dylan  Like A Rolling Stone (live Newport Folk Festival 1965)
227  227  10:42 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                           The Rolling Stones                                              Monkey Man
228  228  10:46 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                Amy Winehouse                                       Monkey Man (live)
229  229  10:50 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                     Al Green                                         Everybody Hurts
230  230  10:53 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                Randy Rainbow                               I'm Going To Hate It Here
231  231  10:58 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                    Jack Kays                                I'll Sleep When I'm Dead
232  232  11:04 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                 The Titanics                                           High On Drugs
233  233  11:07 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                White Stripes                                       Let's Shake Hands
234  234  11:11 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                             The Replacements                                             I'll Be You
235  235  11:13 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk              Trent Reznor &amp; Atticus Ross                                        Compress Regress
236  236  11:17 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                    Snoop Dog                                               Thank You
237  237  11:24 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                     Fishbone                                    Racist Piece Of Shit
238  238  11:26 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                               Lambrini Girls                                                    Love
239  239  11:29 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                    Aerosmith                                  Walkin' The Dog (demo)
240  240  11:33 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                        AC-DC                                        Riff Raff (live)
241  241  11:36 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                              At The Drive-In                                      One Armed Scissors
242  242  11:41 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                  Body Count ft David Gilmour                                        Comfortably Numb
243  243  11:45 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                                      Anthrax                                                    Only
244  244  11:56 PM                                                       None                    RADIO FREE ENTROPY  GoOd NiGhT aNd GoOd LuCk                               The Godfathers                       Walking Talking Johnny Cash Blues
